AHR+FEV,AHR+ctrl,ATL1+ctrl,BAK1+ctrl,BCORL1+ctrl,C19orf26+ctrl,CBFA2T3+ctrl,CBL+CNN1,CBL+UBASH3A,CBL+UBASH3B,CBL+ctrl,CDKN1C+ctrl,CEBPA+ctrl,CELF2+ctrl,CITED1+ctrl,CKS1B+ctrl,CNN1+MAPK1,CNN1+ctrl,CNNM4+ctrl,COL1A1+ctrl,COL2A1+ctrl,CSRNP1+ctrl,DLX2+ctrl,DUSP9+ETS2,DUSP9+KLF1,DUSP9+PRTG,DUSP9+ctrl,EGR1+ctrl,ELMSAN1+ctrl,ETS2+IKZF3,ETS2+ctrl,FEV+ctrl,FOSB+IKZF3,FOSB+OSR2,FOSB+UBASH3B,FOSB+ctrl,FOXA1+FOXF1,FOXA1+HOXB9,FOXA1+ctrl,FOXA3+FOXF1,FOXA3+HOXB9,FOXA3+ctrl,FOXF1+HOXB9,FOXF1+ctrl,FOXO4+ctrl,GLB1L2+ctrl,HES7+ctrl,HK2+ctrl,HNF4A+ctrl,HOXB9+ctrl,HOXC13+ctrl,IER5L+ctrl,IGDCC3+MAPK1,IGDCC3+PRTG,IGDCC3+ZBTB25,IGDCC3+ctrl,IKZF3+ctrl,IRF1+SET,IRF1+ctrl,ISL2+ctrl,JUN+CEBPA,JUN+ctrl,KIAA1804+ctrl,KIF18B+KIF2C,KIF18B+ctrl,KIF2C+ctrl,KLF1+BAK1,KLF1+CEBPA,KLF1+FOXA1,KLF1+MAP2K6,KLF1+TGFBR2,KLF1+ctrl,KMT2A+ctrl,LHX1+ELMSAN1,LHX1+ctrl,LYL1+IER5L,LYL1+ctrl,MAML2+ctrl,MAP2K3+ELMSAN1,MAP2K3+IKZF3,MAP2K3+MAP2K6,MAP2K3+ctrl,MAP2K6+IKZF3,MAP2K6+ctrl,MAP4K3+ctrl,MAP4K5+ctrl,MAPK1+IKZF3,MAPK1+TGFBR2,MAPK1+ctrl,MEIS1+ctrl,MIDN+ctrl,NCL+ctrl,NIT1+ctrl,OSR2+ctrl,PRDM1+CBFA2T3,PRDM1+ctrl,PRTG+ctrl,PTPN13+ctrl,PTPN9+ctrl,RREB1+ctrl,RUNX1T1+ctrl,S1PR2+ctrl,SET+ctrl,SGK1+S1PR2,SGK1+ctrl,SLC4A1+ctrl,SLC6A9+ctrl,SNAI1+UBASH3B,SNAI1+ctrl,STIL+ctrl,TBX2+ctrl,TBX3+TBX2,TBX3+ctrl,TGFBR2+IGDCC3,TGFBR2+PRTG,TGFBR2+ctrl,TMSB4X+BAK1,TMSB4X+ctrl,TP73+ctrl,TSC22D1+ctrl,UBASH3A+ctrl,UBASH3B+CNN1,UBASH3B+OSR2,UBASH3B+PTPN9,UBASH3B+UBASH3A,UBASH3B+ZBTB25,UBASH3B+ctrl,ZBTB1+ctrl,ZBTB10+DLX2,ZBTB10+ELMSAN1,ZBTB10+SNAI1,ZBTB10+ctrl,ZBTB25+ctrl,ZC3HAV1+CEBPA,ZC3HAV1+HOXC13,ZC3HAV1+ctrl,ZNF318+ctrl,ctrl
0.0023605458,0.0010119491,0.0012232229,0.0012316245,0.0011382146,0.0009847374,0.0010872616,0.0017216909,0.0016602813,0.001372125,0.0011143658,0.0013239285,0.0040015713,0.0011821354,0.0012318796,0.0012496779,0.0008477932,0.0012410365,0.0012201391,0.0018040171,0.0017334089,0.0016849763,0.0012273866,0.0010424852,0.0017660878,0.0014872552,0.0013876124,0.00096325134,0.0015199665,0.0014403469,0.0013879599,0.0018842947,0.0014010579,0.0014725496,0.0007840421,0.0012377774,0.001046404,0.0012766845,0.00094144634,0.0012098461,0.0014174043,0.00088678586,0.0012322047,0.0010842098,0.0015908581,0.0010410249,0.00254551,0.0010842689,0.0016165618,0.0008609226,0.0010705877,0.00096338923,0.0009635465,0.0015160223,0.0016977796,0.0011951706,0.0015182609,0.0023640678,0.001729244,0.0011753043,0.005765466,0.0011937128,0.0013114272,0.0010292332,0.0010099751,0.0010928585,0.0011613207,0.0030354275,0.0012634908,0.0016000586,0.0015012507,0.0016908637,0.0010893316,0.0008206856,0.0012593481,0.0010648816,0.0010997858,0.0015679683,0.0017703604,0.0014987618,0.0011533524,0.0020391569,0.0014429124,0.0017866858,0.0010943047,0.0010078915,0.001290971,0.00088453386,0.0015553588,0.000950514,0.0010741071,0.0013240706,0.001998828,0.0013577072,0.002211439,0.0016929973,0.00097497297,0.0010831658,0.0010358922,0.0011839427,0.0012148698,0.000979712,0.0015238267,0.0011848711,0.0009529989,0.0015179778,0.0010850314,0.00093676714,0.0011535971,0.001027196,0.0011633264,0.000948025,0.0012311277,0.0011869468,0.0010483558,0.001269159,0.000600418,0.0012061141,0.002324895,0.0010559274,0.0010805647,0.0017563057,0.0006213337,0.001174868,0.00087329675,0.0012892965,0.0009290383,0.0010835939,0.0040243114,0.0016665458,0.0028244045,0.0017390586,0.0012479764,0.0034744372,0.00077743694,0.0016192487,0.0011031574,0.0016342361
0.003022743,0.00052706833,0.0012775619,0.00011089326,0.00021592715,0.00020526588,0.00034684787,0.0022750583,0.0014901982,0.0019907083,0.00033871585,0.0009066253,0.0051038703,0.00027766085,0.0009839108,0.0010516029,0.0006492501,0.0005273461,0.00035497552,0.0014978368,0.0010343601,0.00027838117,0.00048764978,0.0007096961,0.0016735878,0.0018883456,0.0010846118,0.00038703263,0.00025819297,0.0020015389,0.00041719177,0.0010655362,0.0013188256,0.0015167537,0.00035225815,0.0003674156,0.0010979,0.0019000467,0.00029596436,0.0012583075,0.0021894292,0.00051679544,0.0014979858,0.00016462224,0.0011801495,0.0003304152,0.0026585588,0.0003212756,0.001536582,0.00046248492,0.0012941466,0.00075631693,0.0005707273,0.0011419385,0.0018777141,0.0006417952,0.002029751,0.00237913,0.0010623676,0.0001689549,0.0070042675,0.0008433572,0.00031247715,0.0007246118,0.00030040237,0.00013781388,0.00058940693,0.0031599053,0.0008091561,0.00075613864,0.0006320561,0.0005716382,0.0003137094,0.000637149,0.00057656184,0.0012517583,0.0002552524,0.00024320523,0.0009683148,0.0014828225,0.00045761245,0.00051066076,0.0015889885,0.00032970848,0.00018698827,0.00022593325,0.0016899676,0.000611606,0.000910019,0.00016947373,0.0010405,0.00030764454,0.001818935,0.0005840329,0.0034551679,0.0017320754,0.0006651809,0.0005034998,0.00035389795,0.0004961633,0.00012510523,0.00058311434,0.0011411739,0.0017312381,0.00079183624,0.0006883489,0.00033336328,0.0008267508,0.00056942605,0.00033549767,0.0005761992,0.00080141856,0.0005027436,0.00072108116,0.0008404616,0.00013568264,0.00036070068,0.00029041545,0.003523617,0.00023167173,0.00013520784,0.0024255125,0.00024736745,0.0014271304,0.0004872581,0.0014383799,0.00023359653,0.00061782193,0.005286116,0.002095081,0.0035785066,0.0018577789,0.00032110358,0.0040159672,0.0006661642,0.00030403922,0.00018474492,3.8243e-05
0.0030095817,0.0005225628,0.0012767464,0.00011357045,0.00021573668,0.00020424648,0.00034342022,0.0022750855,0.0014865883,0.0019876692,0.00034043123,0.0008916074,0.0050828657,0.0002752167,0.0009755525,0.0010503493,0.00064755435,0.00053294544,0.00035645845,0.0014844077,0.0010248723,0.00028183073,0.0004849137,0.0007067633,0.0016768833,0.0018868733,0.0010833584,0.00038450133,0.00026353812,0.0019938736,0.0004145471,0.0010638318,0.0013256061,0.0015097288,0.00035282338,0.00036460793,0.0010861044,0.0018827799,0.0002939713,0.0012457479,0.002169955,0.0005118512,0.0014839488,0.00016424608,0.0011747016,0.00032959218,0.0026393943,0.00032263467,0.0015307511,0.00045782677,0.0012824008,0.00075304037,0.0005684846,0.0011381607,0.0018732768,0.00063993665,0.0020234138,0.0023790724,0.0010607594,0.00016839667,0.0069706654,0.00083844253,0.00031079914,0.0007255784,0.0003004107,0.00013925314,0.00059166015,0.0031408852,0.0008022831,0.00075852795,0.00063272245,0.0005734353,0.00031436488,0.00063673226,0.00057440106,0.0012429425,0.00025653545,0.00024652266,0.00097372313,0.0014891808,0.000461059,0.0005110163,0.0015854248,0.00033297358,0.00018761575,0.00022494483,0.0016825005,0.00060836907,0.0009047327,0.00016896067,0.001030943,0.00030831769,0.0018336627,0.00057641,0.0034376944,0.0017274267,0.00066351495,0.0005009397,0.00035605568,0.00049513025,0.00012595755,0.00058249343,0.0011413072,0.0017160928,0.00078843016,0.000685713,0.0003317396,0.00082429865,0.0005635552,0.00033007088,0.00057713216,0.00079692976,0.00049711077,0.00072041934,0.0008380411,0.00013911756,0.00036183864,0.00029004388,0.0035299133,0.00023082264,0.00013575649,0.002434732,0.00024664155,0.0014268927,0.00048788227,0.0014386083,0.00023734532,0.0006165088,0.0052283946,0.0020773513,0.003558497,0.0018415722,0.00032253278,0.003991402,0.00066671293,0.00030797976,0.00018599133,4.0270912e-05
0.0019514143,0.00044455932,0.00082980504,0.0002682184,0.00036336327,0.00027126638,0.0003882651,0.0013540557,0.0011508431,0.001129606,0.00044866186,0.0006956354,0.0036095837,0.00036776063,0.0007271537,0.0008449761,0.0005976771,0.0006146857,0.0004545985,0.0013834889,0.0010421423,0.0004888443,0.000514582,0.0005545028,0.0012533452,0.0010833184,0.0008304077,0.0003729652,0.00042405294,0.0009982596,0.00049534725,0.0011048642,0.0008085526,0.0015098578,0.00035015203,0.00040989017,0.00078044774,0.001131592,0.00033961498,0.0009207736,0.0012918396,0.0004135779,0.0010407066,0.00024492835,0.0009426715,0.00035654136,0.0020668341,0.00039612222,0.0012207015,0.00041903058,0.00078553846,0.00044736156,0.0005524966,0.0010075556,0.0011692297,0.00051665265,0.0009394786,0.0021208944,0.0010586609,0.00028277357,0.005345354,0.0007158552,0.00041167327,0.0007307781,0.00031837617,0.00021906264,0.0008331847,0.002390942,0.0008056549,0.0009232494,0.0007554228,0.00080513326,0.00043325053,0.00059305574,0.0006163425,0.00074931403,0.00033401087,0.00042828594,0.0010924335,0.0009813079,0.0004936538,0.00074848614,0.00094443164,0.000551698,0.0002918882,0.00030361314,0.0010004328,0.0005981045,0.0009106667,0.0002547601,0.0007468805,0.00043055209,0.0015406734,0.00061725103,0.0018901642,0.0010711703,0.00052328885,0.00050817174,0.00042252117,0.00048067863,0.0002344395,0.00051123096,0.001036728,0.0009495358,0.0005665729,0.0007355873,0.00041693024,0.00069269026,0.0005315929,0.00038352545,0.00056842953,0.00074512034,0.00052838627,0.0005644033,0.00063388847,0.0002646074,0.00047167073,0.00039944242,0.0018471841,0.00031633204,0.00018014133,0.0014996242,0.00030265725,0.00094614126,0.00038090468,0.00093594025,0.00030640082,0.0005172633,0.0040552695,0.0014884652,0.0027136072,0.0013814797,0.00041767434,0.00317559,0.00053150405,0.00049682875,0.00028460493,0.0004414022
0.0018972125,0.00039008242,0.0007505549,0.00013293623,0.00023869293,0.00021000176,0.00032772566,0.0012744317,0.0011120382,0.0010521046,0.00037675016,0.00064659194,0.0035644292,0.00028382314,0.0006856062,0.0008132248,0.0005687863,0.000526425,0.00039707488,0.0013475004,0.0010073008,0.00034268582,0.00047089718,0.00052790844,0.0012221163,0.001037038,0.0007900121,0.0003276446,0.00031109297,0.0009285336,0.00041841945,0.0010182267,0.00075162324,0.0015113478,0.0003249251,0.00035900387,0.0007797167,0.0011378868,0.0002667127,0.00089520443,0.0012833308,0.0003770887,0.0010463066,0.00017469146,0.00089785754,0.0003167702,0.0020366912,0.0003346897,0.0011880333,0.0003589621,0.00077378826,0.00049529533,0.0005273634,0.00096089975,0.001116787,0.00046511134,0.0008388697,0.0021013375,0.0010199138,0.00020586519,0.00525408,0.0006963198,0.000292208,0.0007101021,0.0002836532,0.0001605638,0.0006844588,0.0023166619,0.00074093376,0.0008602562,0.0007182125,0.00068517466,0.00033826326,0.00056742626,0.0005694731,0.0008741899,0.00027451088,0.0002885284,0.0010137263,0.0009313126,0.00046507854,0.00056128606,0.0009019018,0.00038063718,0.00021544383,0.00023799478,0.0009430542,0.0005988168,0.00088784343,0.00017140989,0.00072880846,0.00034167396,0.0015327949,0.0005730144,0.0018212086,0.0009934799,0.0004749645,0.0004618668,0.0003506347,0.0004172179,0.00014727541,0.00046975233,0.0010113253,0.00090721477,0.00053280615,0.00068505894,0.00034225514,0.00066047214,0.0005159807,0.00031285867,0.0005282142,0.0007265588,0.00050681416,0.00054269895,0.00061180355,0.00020816756,0.00037511,0.00031473069,0.0017375902,0.00024391776,0.00014897919,0.0014384441,0.0002744398,0.000892642,0.00036585363,0.00089238177,0.00024608223,0.00045972096,0.004065652,0.0014894156,0.0027098928,0.0013589112,0.00032900856,0.0031293095,0.00051263766,0.00034451176,0.000222087,0.00019346445
0.0019408739,0.0003689692,0.0007519173,0.00011063851,0.00022140016,0.00019609736,0.00032542014,0.0012606691,0.0011084026,0.0010571617,0.00032345127,0.0006481888,0.0036425607,0.00027132296,0.00069051894,0.00081198517,0.00057479163,0.0005040283,0.00037728096,0.0013617569,0.0010068631,0.0002969511,0.0004655006,0.00052134925,0.0012004988,0.0010202285,0.00077716616,0.00031121692,0.00027813192,0.0009301388,0.00041013287,0.000994773,0.00074279733,0.001522798,0.00032956182,0.00036045,0.0007767587,0.0011464936,0.00025515858,0.00091006246,0.001288465,0.00037801763,0.0010479457,0.00016642651,0.00090225437,0.00030042027,0.0020617065,0.00031892024,0.0011928402,0.00035152532,0.00079498376,0.00058451865,0.0005282324,0.0009209698,0.0011238564,0.00045831746,0.00082506594,0.0020996062,0.0010177875,0.00017757388,0.0053055314,0.0007029246,0.0002755966,0.0007149907,0.0002780665,0.00014539756,0.00068562065,0.0023143287,0.0007328445,0.00084443495,0.0006932668,0.00064719305,0.00031676155,0.000567204,0.00055346725,0.0010153351,0.00025703394,0.0002635262,0.0009825091,0.00089869456,0.00044421174,0.00049993605,0.0008724434,0.0003240902,0.00019426463,0.00021922223,0.0009475306,0.0006062784,0.00090241985,0.00016375846,0.00073793344,0.00032694783,0.0015487693,0.00057457894,0.0018372311,0.0009857767,0.00046541437,0.0004476585,0.0003281769,0.0004040595,0.00013087598,0.00045002607,0.0010200538,0.00090075604,0.0005364846,0.0006828688,0.0003215446,0.00065645296,0.00052270223,0.0003007808,0.00052188913,0.0007207695,0.00050826685,0.0005254789,0.0005935499,0.00016303701,0.0003739043,0.00029747636,0.0017836122,0.00023061119,0.00012762408,0.0014196687,0.00026872207,0.00089528394,0.00035428125,0.00088886725,0.00022487296,0.000445605,0.004056363,0.0014849197,0.0026934962,0.001367577,0.00030198827,0.0030825261,0.0005080069,0.0003026971,0.00020239939,0.000101377576
0.0019188737,0.0004907683,0.0007692092,0.00029614862,0.0003621789,0.0003376368,0.00042128962,0.0012885634,0.0011726981,0.0010064844,0.0005240245,0.00068272295,0.0034895071,0.0004033482,0.00072408555,0.0008535075,0.000682782,0.00071432453,0.0005742437,0.0013868291,0.001088023,0.0005593321,0.00056123675,0.0006519687,0.001319101,0.0010946769,0.0008518854,0.00043312454,0.00050766516,0.0010042799,0.00050716905,0.00117018,0.0009118663,0.0014713461,0.0004575525,0.00042155816,0.00076597073,0.0010528618,0.0003827405,0.0009220877,0.0011855527,0.00044215197,0.0010022345,0.00029892742,0.0009290852,0.00041352725,0.0020101026,0.00046768817,0.0012038577,0.00044199533,0.0007424814,0.00042559212,0.00064020744,0.0011693374,0.0011220156,0.00053898926,0.0008854248,0.0021219498,0.0010903957,0.00032844118,0.0052816127,0.0007397669,0.00036847315,0.0008692553,0.0003889977,0.00028806188,0.00095121947,0.0024836215,0.0009285551,0.0011197148,0.000931139,0.00089013914,0.00046993615,0.0006775281,0.0006848715,0.0007397191,0.00040921872,0.0005098413,0.0013131758,0.0011078474,0.0006948161,0.00078702,0.0010578966,0.0005842704,0.00035062857,0.00035773646,0.0010150836,0.0006233164,0.00091284653,0.00030061207,0.0007533692,0.00049605133,0.0015341118,0.00063226547,0.0017318318,0.0010650241,0.0005400003,0.0005771809,0.00046931428,0.0005321086,0.00029138956,0.0005702451,0.0010345646,0.00093675544,0.00056253665,0.00080304546,0.00046699579,0.00077175634,0.00055938784,0.0004497884,0.0006121101,0.00078664126,0.0005266722,0.0006704119,0.00071169494,0.00036507635,0.00054519123,0.0004508404,0.0016643002,0.00036980284,0.00025026983,0.001377599,0.00045723573,0.0009146233,0.0004987676,0.0009245926,0.00039952423,0.0005619625,0.00380822,0.0014573815,0.002590829,0.0013578347,0.0004773006,0.003159413,0.0006177587,0.0005191639,0.00037708494,0.00037606212
0.0018925063,0.0004042028,0.0007356773,0.00016174481,0.00025300024,0.0002334598,0.00034187752,0.001241624,0.001106397,0.0010034099,0.00039599283,0.0006390483,0.0035321794,0.00030794973,0.0006805348,0.00080646866,0.00058455195,0.00058447476,0.00044314325,0.0013492997,0.0010183166,0.00038089856,0.00048171933,0.0005404546,0.0012133162,0.0010201953,0.00078806456,0.00033912194,0.0003447921,0.000929386,0.00042270945,0.0010650527,0.0007802841,0.0015181255,0.00034284516,0.00036019186,0.00075273396,0.001088182,0.0002878544,0.0008919053,0.0012294682,0.00038325335,0.0010122156,0.00019548653,0.0008889751,0.00032063818,0.0020049496,0.00035941188,0.0011701805,0.00036893942,0.0007436993,0.0004905103,0.00053855637,0.0010071517,0.0010875661,0.00047145865,0.0008282575,0.002083993,0.0010241165,0.000212159,0.0052649044,0.00069298357,0.00028941996,0.0007507582,0.00030572127,0.00018647853,0.0007288488,0.0023663626,0.000770748,0.00089245645,0.0007324255,0.0007108433,0.00035404984,0.00057813607,0.000584492,0.0008713797,0.00029653724,0.0003329149,0.0010537546,0.0009648554,0.0004815248,0.0005583481,0.00092524226,0.00039407937,0.00023601613,0.00025417388,0.00094454654,0.00060368556,0.00089041085,0.00019613703,0.0007195197,0.00036995846,0.0015133605,0.000573646,0.0017500558,0.000998782,0.0004763783,0.00048118187,0.00036644522,0.0004391987,0.00017227257,0.00048190786,0.0010016649,0.0008901075,0.00052456453,0.000709829,0.0003624314,0.0006708254,0.00051417045,0.00034422864,0.00053802127,0.0007234559,0.0005006121,0.0005558989,0.0006138748,0.00022189885,0.00040394912,0.0003377685,0.0016809365,0.00026515295,0.0001523362,0.0013722371,0.00029917437,0.0008756131,0.00037768576,0.0008692061,0.00027949864,0.00047802206,0.0039121415,0.0014436148,0.0026176188,0.0013324041,0.00036039946,0.0031336586,0.0005156475,0.00034111622,0.00024851243,0.00019260416
0.0018922337,0.0003920964,0.0007331536,0.00014973583,0.00024378872,0.00022252472,0.00033842344,0.0012437549,0.0011062165,0.001004324,0.0003747679,0.00063650025,0.0035546147,0.00030047222,0.0006821748,0.00080290047,0.00058628566,0.000563717,0.00042407282,0.0013487315,0.0010129184,0.00036102204,0.00047534113,0.0005397064,0.0012122092,0.0010172541,0.00078018196,0.0003286484,0.00033135994,0.0009268449,0.00042060515,0.0010434404,0.00077466376,0.001519587,0.00034281853,0.00036063057,0.00075580104,0.0010905981,0.00027728037,0.00089271116,0.0012249651,0.00037846455,0.0010128367,0.00018674873,0.0008878075,0.000312201,0.0020109548,0.00034565234,0.0011700715,0.0003612344,0.0007511313,0.0004894971,0.0005398991,0.0010007481,0.0010877419,0.0004634462,0.0008169589,0.0020827448,0.00101989,0.00020130597,0.0052733705,0.00069381105,0.00028934592,0.00075186434,0.00029656573,0.00017540342,0.0007336011,0.0023684548,0.0007722051,0.00089521945,0.00073578017,0.0006924158,0.00034308343,0.0005797986,0.0005743969,0.00086942635,0.00028409896,0.00030937232,0.0010588823,0.0009545024,0.0004833491,0.00056614296,0.00091577333,0.0003844543,0.0002251298,0.00024386226,0.0009435383,0.00059989933,0.0008887814,0.00018544949,0.00072024396,0.00035550274,0.001516287,0.00057413144,0.001754431,0.0009851129,0.00046943934,0.0004702503,0.00035379676,0.0004271165,0.00016314868,0.00047049986,0.001000936,0.0008872843,0.00052308117,0.00070001907,0.0003495448,0.0006719486,0.0005140617,0.000331479,0.0005308903,0.0007255464,0.00050277915,0.00055518467,0.0006152756,0.00020719023,0.0004048696,0.00032629908,0.0016849543,0.00025628874,0.0001449173,0.0013692518,0.00030188673,0.0008755514,0.00037929698,0.00087319984,0.00026429055,0.00046704267,0.0039229626,0.0014449703,0.0026244675,0.0013356303,0.00034319103,0.0031378707,0.00051397417,0.00034605773,0.00023455585,0.00019350037
